subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
78439,0,0,3718.0999999046326,"doctor,dentist,psychiatrist",XX,en-q4,1,assess
78439,1,1,7294.100000143051,"3,4,5",XX,en-q2,6,assess
78439,0,0,2293.5999999046326,"New York,Boston,Chicago",XX,en-q1,20,assess
78439,1,1,1808.4000000953674,"pebble,cat,frog",XX,en-q3,25,assess
78439,MY,0,20411.5,"[u'MY', u'DP', u'A3', u'SY']","[u'214.75,192.25,47', u'113.7254903,0,145.0980393', u'197,197,197', u'250,250,0']",Hindustani Sitar,2,target
78439,MB,1,18211.900000095367,"[u'MO', u'MB', u'BK', u'A2']","[u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433', u'0,0,0', u'157.75,157.75,157.75']",Smooth Jazz,3,target
78439,SH,0,18639.200000047684,"[u'SH', u'SO', u'LR', u'A3']","[u'141.25,250,0', u'250,100,0', u'250,119.5,143.25', u'197,197,197']",Heavy Metal,4,target
78439,SB,0,17335.800000190735,"[u'SB', u'DO', u'LO', u'LR']","[u'59.8039215,123.5294118,250', u'137.5,80.5,0', u'250,171.5,114.75', u'250,119.5,143.25']",Dubstep,5,target
78439,DH,2,19141.799999952316,"[u'A2', u'SY', u'DH', u'LG']","[u'157.75,157.75,157.75', u'250,250,0', u'99,137.5,0', u'106.862745,232.3529413,180.3921568']",Folk,7,target
78439,LH,0,19737.200000047684,"[u'LH', u'DY', u'SB', u'A2']","[u'197,250,127.5', u'137.5,137.5,0', u'59.8039215,123.5294118,250', u'157.75,157.75,157.75']",Alternative,8,target
78439,A2,0,23808.39999985695,"[u'A2', u'SH', u'LO', u'DB']","[u'157.75,157.75,157.75', u'141.25,250,0', u'250,171.5,114.75', u'14.70588225,65.6862745,164.7058823']",upper_left,9,catch
78439,LG,3,20924.5,"[u'SH', u'SR', u'A2', u'LG']","[u'141.25,250,0', u'250,0,44', u'157.75,157.75,157.75', u'106.862745,232.3529413,180.3921568']",Balkan Folk,10,target
78439,SH,0,23231.89999985695,"[u'SH', u'MB', u'DH', u'MY']","[u'141.25,250,0', u'114.7058823,130.3921568,219.6078433', u'99,137.5,0', u'214.75,192.25,47']",Progressive House,11,target
78439,LR,2,22590.5,"[u'DH', u'SH', u'LR', u'MB']","[u'99,137.5,0', u'141.25,250,0', u'250,119.5,143.25', u'114.7058823,130.3921568,219.6078433']",Salsa,12,target
78439,A2,2,32873.90000009537,"[u'SH', u'DB', u'A2', u'LO']","[u'141.25,250,0', u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75']",Stravinsky,13,target
78439,SP,0,19729.599999904633,"[u'SP', u'DG', u'LH', u'MB']","[u'200,0,250', u'0,117.6470588,88.235294', u'197,250,127.5', u'114.7058823,130.3921568,219.6078433']",Classic Rock,14,target
78439,SH,1,25154.5,"[u'SO', u'SH', u'MY', u'A1']","[u'250,100,0', u'141.25,250,0', u'214.75,192.25,47', u'100,100,100']",Ska,15,target
78439,SR,0,23660.39999985695,"[u'SR', u'MO', u'DR', u'LC']","[u'250,0,44', u'222.5,130.5,64.75', u'174.5,0,5.5', u'104.9019608,215.6862745,232.3529413']",Trance,16,target
78439,SY,3,19289.60000014305,"[u'A1', u'MB', u'DY', u'SY']","[u'100,100,100', u'114.7058823,130.3921568,219.6078433', u'137.5,137.5,0', u'250,250,0']",Electronic,17,target
78439,DY,1,30781.39999985695,"[u'A2', u'DY', u'DB', u'LO']","[u'157.75,157.75,157.75', u'137.5,137.5,0', u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75']",Jazz,18,target
78439,MB,1,26985.199999809265,"[u'MO', u'MB', u'BK', u'A2']","[u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433', u'0,0,0', u'157.75,157.75,157.75']",Piano,19,target
78439,MY,1,21482.700000047684,"[u'SH', u'MY', u'A1', u'DY']","[u'141.25,250,0', u'214.75,192.25,47', u'100,100,100', u'137.5,137.5,0']",Big Band,21,target
78439,MB,0,19943.799999952316,"[u'MB', u'A2', u'DO', u'SH']","[u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'137.5,80.5,0', u'141.25,250,0']",Mozart,22,target
78439,DY,3,19451.5,"[u'SP', u'LH', u'A1', u'DY']","[u'200,0,250', u'197,250,127.5', u'100,100,100', u'137.5,137.5,0']",Bach,23,target
78439,DB,1,26314.10000014305,"[u'A2', u'DB', u'DY', u'MY']","[u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823', u'137.5,137.5,0', u'214.75,192.25,47']",Dixieland,24,target
78439,DC,3,22833.700000047684,"[u'MB', u'MO', u'A2', u'DC']","[u'114.7058823,130.3921568,219.6078433', u'222.5,130.5,64.75', u'157.75,157.75,157.75', u'3.92156875,130.3921568,150']",Indie,26,target
78439,DO,1,40700.700000047684,"[u'SR', u'DO', u'A3', u'SH']","[u'250,0,44', u'137.5,80.5,0', u'197,197,197', u'141.25,250,0']",upper_right,27,catch
