subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
79873,0,0,44645.2999997139,"doctor,dentist,psychiatrist",XX,en-q4,2,assess
79873,1,1,5721.39999961853,"3,4,5",XX,en-q2,17,assess
79873,0,0,2210.3999996185303,"New York,Boston,Chicago",XX,en-q1,24,assess
79873,1,1,1934.9000000953674,"pebble,cat,frog",XX,en-q3,27,assess
79873,DY,3,19002.900000095367,"[u'A2', u'LH', u'SB', u'DY']","[u'157.75,157.75,157.75', u'197,250,127.5', u'59.8039215,123.5294118,250', u'137.5,137.5,0']",Alternative,1,target
79873,MB,1,22580.799999713898,"[u'BK', u'MB', u'MO', u'A2']","[u'0,0,0', u'114.7058823,130.3921568,219.6078433', u'222.5,130.5,64.75', u'157.75,157.75,157.75']",Smooth Jazz,3,target
79873,A2,1,23508.300000190735,"[u'LO', u'A2', u'DB', u'SH']","[u'250,171.5,114.75', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823', u'141.25,250,0']",Stravinsky,4,target
79873,SH,0,23445.699999809265,"[u'SH', u'MB', u'A2', u'DO']","[u'141.25,250,0', u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'137.5,80.5,0']",Mozart,5,target
79873,SP,3,18007.800000190735,"[u'MB', u'DG', u'LH', u'SP']","[u'114.7058823,130.3921568,219.6078433', u'0,117.6470588,88.235294', u'197,250,127.5', u'200,0,250']",Classic Rock,6,target
79873,LO,1,19516.900000095367,"[u'DB', u'LO', u'DY', u'A2']","[u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75', u'137.5,137.5,0', u'157.75,157.75,157.75']",Jazz,7,target
79873,DY,0,19095,"[u'DY', u'A1', u'LH', u'SP']","[u'137.5,137.5,0', u'100,100,100', u'197,250,127.5', u'200,0,250']",Bach,8,target
79873,SR,2,20953,"[u'DR', u'LC', u'SR', u'MO']","[u'174.5,0,5.5', u'104.9019608,215.6862745,232.3529413', u'250,0,44', u'222.5,130.5,64.75']",Trance,9,target
79873,LG,1,17698.89999961853,"[u'SR', u'LG', u'A2', u'SH']","[u'250,0,44', u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'141.25,250,0']",Balkan Folk,10,target
79873,DY,1,28056.5,"[u'A2', u'DY', u'MY', u'DB']","[u'157.75,157.75,157.75', u'137.5,137.5,0', u'214.75,192.25,47', u'14.70588225,65.6862745,164.7058823']",Dixieland,11,target
79873,SH,0,19422.699999809265,"[u'SH', u'DB', u'LO', u'A2']","[u'141.25,250,0', u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75', u'157.75,157.75,157.75']",upper_left,12,catch
79873,SH,2,17819.099999904633,"[u'SO', u'A3', u'SH', u'LR']","[u'250,100,0', u'197,197,197', u'141.25,250,0', u'250,119.5,143.25']",Heavy Metal,13,target
79873,DH,1,24459.700000286102,"[u'A2', u'DH', u'LG', u'SY']","[u'157.75,157.75,157.75', u'99,137.5,0', u'106.862745,232.3529413,180.3921568', u'250,250,0']",Folk,14,target
79873,MB,0,17082.299999713898,"[u'MB', u'A2', u'DC', u'MO']","[u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'3.92156875,130.3921568,150', u'222.5,130.5,64.75']",Indie,15,target
79873,SO,2,21613.10000038147,"[u'MY', u'A1', u'SO', u'SH']","[u'214.75,192.25,47', u'100,100,100', u'250,100,0', u'141.25,250,0']",Ska,16,target
79873,MB,3,21182.400000095367,"[u'MO', u'BK', u'A2', u'MB']","[u'222.5,130.5,64.75', u'0,0,0', u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433']",Piano,18,target
79873,SH,3,92178.40000009537,"[u'DY', u'A1', u'MY', u'SH']","[u'137.5,137.5,0', u'100,100,100', u'214.75,192.25,47', u'141.25,250,0']",Big Band,19,target
79873,SH,2,23538,"[u'MB', u'DH', u'SH', u'MY']","[u'114.7058823,130.3921568,219.6078433', u'99,137.5,0', u'141.25,250,0', u'214.75,192.25,47']",Progressive House,20,target
79873,SH,1,27750.099999904633,"[u'LR', u'SH', u'MB', u'DH']","[u'250,119.5,143.25', u'141.25,250,0', u'114.7058823,130.3921568,219.6078433', u'99,137.5,0']",Salsa,21,target
79873,DO,2,29013.5,"[u'SR', u'A3', u'DO', u'SH']","[u'250,0,44', u'197,197,197', u'137.5,80.5,0', u'141.25,250,0']",upper_right,22,catch
79873,DO,1,28664.300000190735,"[u'SB', u'DO', u'LO', u'LR']","[u'59.8039215,123.5294118,250', u'137.5,80.5,0', u'250,171.5,114.75', u'250,119.5,143.25']",Dubstep,23,target
79873,DP,1,36629.199999809265,"[u'MY', u'DP', u'A3', u'SY']","[u'214.75,192.25,47', u'113.7254903,0,145.0980393', u'197,197,197', u'250,250,0']",Hindustani Sitar,25,target
79873,DY,1,16838.800000190735,"[u'MB', u'DY', u'A1', u'SY']","[u'114.7058823,130.3921568,219.6078433', u'137.5,137.5,0', u'100,100,100', u'250,250,0']",Electronic,26,target
