subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
78050,1,1,2673,"pebble,cat,frog",XX,en-q3,5,assess
78050,1,1,5926.000000000004,"3,4,5",XX,en-q2,15,assess
78050,0,0,1701,"New York,Boston,Chicago",XX,en-q1,19,assess
78050,0,0,1477.0000000000036,"doctor,dentist,psychiatrist",XX,en-q4,25,assess
78050,DY,0,18273,"[u'DY', u'A1', u'SH', u'MY']","[u'137.5,137.5,0', u'100,100,100', u'141.25,250,0', u'214.75,192.25,47']",Big Band,1,target
78050,SB,3,17609.000000000015,"[u'DO', u'LO', u'LR', u'SB']","[u'137.5,80.5,0', u'250,171.5,114.75', u'250,119.5,143.25', u'59.8039215,123.5294118,250']",Dubstep,2,target
78050,MB,3,16781,"[u'DO', u'SH', u'A2', u'MB']","[u'137.5,80.5,0', u'141.25,250,0', u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433']",Mozart,3,target
78050,MY,1,17026,"[u'A2', u'MY', u'DB', u'DY']","[u'157.75,157.75,157.75', u'214.75,192.25,47', u'14.70588225,65.6862745,164.7058823', u'137.5,137.5,0']",Dixieland,4,target
78050,BK,0,16994,"[u'BK', u'MO', u'A2', u'MB']","[u'0,0,0', u'222.5,130.5,64.75', u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433']",Smooth Jazz,6,target
78050,SH,1,16911,"[u'MB', u'SH', u'DH', u'LR']","[u'114.7058823,130.3921568,219.6078433', u'141.25,250,0', u'99,137.5,0', u'250,119.5,143.25']",Salsa,7,target
78050,SO,0,16522,"[u'SO', u'A3', u'LR', u'SH']","[u'250,100,0', u'197,197,197', u'250,119.5,143.25', u'141.25,250,0']",Heavy Metal,8,target
78050,DC,2,16661,"[u'A2', u'MB', u'DC', u'MO']","[u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433', u'3.92156875,130.3921568,150', u'222.5,130.5,64.75']",Indie,9,target
78050,SB,0,16692,"[u'SB', u'A2', u'LH', u'DY']","[u'59.8039215,123.5294118,250', u'157.75,157.75,157.75', u'197,250,127.5', u'137.5,137.5,0']",Alternative,10,target
78050,SO,3,17345,"[u'A1', u'MY', u'SH', u'SO']","[u'100,100,100', u'214.75,192.25,47', u'141.25,250,0', u'250,100,0']",Ska,11,target
78050,SR,3,16465,"[u'LC', u'DR', u'MO', u'SR']","[u'104.9019608,215.6862745,232.3529413', u'174.5,0,5.5', u'222.5,130.5,64.75', u'250,0,44']",Trance,12,target
78050,DP,0,16413.00000000003,"[u'DP', u'SY', u'MY', u'A3']","[u'113.7254903,0,145.0980393', u'250,250,0', u'214.75,192.25,47', u'197,197,197']",Hindustani Sitar,13,target
78050,MB,2,15966.99999999997,"[u'DY', u'SY', u'MB', u'A1']","[u'137.5,137.5,0', u'250,250,0', u'114.7058823,130.3921568,219.6078433', u'100,100,100']",Electronic,14,target
78050,SP,3,16242,"[u'DG', u'LH', u'MB', u'SP']","[u'0,117.6470588,88.235294', u'197,250,127.5', u'114.7058823,130.3921568,219.6078433', u'200,0,250']",Classic Rock,16,target
78050,LO,3,16947,"[u'SH', u'A2', u'DB', u'LO']","[u'141.25,250,0', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75']",Stravinsky,17,target
78050,SH,0,19783,"[u'SH', u'DB', u'A2', u'LO']","[u'141.25,250,0', u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75']",upper_left,18,catch
78050,A2,1,18120.99999999994,"[u'BK', u'A2', u'MB', u'MO']","[u'0,0,0', u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433', u'222.5,130.5,64.75']",Piano,20,target
78050,SH,1,21500,"[u'DO', u'SH', u'A3', u'SR']","[u'137.5,80.5,0', u'141.25,250,0', u'197,197,197', u'250,0,44']",upper_right,21,catch
78050,DY,2,17554.00000000006,"[u'A2', u'DB', u'DY', u'LO']","[u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823', u'137.5,137.5,0', u'250,171.5,114.75']",Jazz,22,target
78050,MB,3,18877,"[u'SH', u'DH', u'MY', u'MB']","[u'141.25,250,0', u'99,137.5,0', u'214.75,192.25,47', u'114.7058823,130.3921568,219.6078433']",Progressive House,23,target
78050,DH,3,17131.99999999994,"[u'LG', u'A2', u'SY', u'DH']","[u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'250,250,0', u'99,137.5,0']",Folk,24,target
78050,LH,2,20032.00000000006,"[u'SP', u'A1', u'LH', u'DY']","[u'200,0,250', u'100,100,100', u'197,250,127.5', u'137.5,137.5,0']",Bach,26,target
78050,SR,2,16822,"[u'A2', u'SH', u'SR', u'LG']","[u'157.75,157.75,157.75', u'141.25,250,0', u'250,0,44', u'106.862745,232.3529413,180.3921568']",Balkan Folk,27,target
