subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
79024,1,1,7513.5,"3,4,5",XX,en-q2,1,assess
79024,0,0,2881.5,"New York,Boston,Chicago",XX,en-q1,19,assess
79024,0,0,2254.4000000059605,"doctor,dentist,psychiatrist",XX,en-q4,20,assess
79024,1,1,2286.5,"pebble,cat,frog",XX,en-q3,21,assess
79024,DY,0,22293.19999998808,"[u'DY', u'A1', u'LH', u'SP']","[u'137.5,137.5,0', u'100,100,100', u'197,250,127.5', u'200,0,250']",Bach,2,target
79024,MB,1,17284.69999998808,"[u'MO', u'MB', u'BK', u'A2']","[u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433', u'0,0,0', u'157.75,157.75,157.75']",Smooth Jazz,3,target
79024,MY,1,17622.59999999404,"[u'A2', u'MY', u'DY', u'DB']","[u'157.75,157.75,157.75', u'214.75,192.25,47', u'137.5,137.5,0', u'14.70588225,65.6862745,164.7058823']",Dixieland,4,target
79024,SB,0,17377.79999998212,"[u'SB', u'DO', u'LR', u'LO']","[u'59.8039215,123.5294118,250', u'137.5,80.5,0', u'250,119.5,143.25', u'250,171.5,114.75']",Dubstep,5,target
79024,SR,2,17769.90000000596,"[u'LG', u'A2', u'SR', u'SH']","[u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'250,0,44', u'141.25,250,0']",Balkan Folk,6,target
79024,LO,0,22575.5,"[u'LO', u'SH', u'A2', u'DB']","[u'250,171.5,114.75', u'141.25,250,0', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823']",upper_left,7,catch
79024,MY,2,24202.5,"[u'A3', u'DP', u'MY', u'SY']","[u'197,197,197', u'113.7254903,0,145.0980393', u'214.75,192.25,47', u'250,250,0']",Hindustani Sitar,8,target
79024,SO,2,20885.40000000596,"[u'A1', u'MY', u'SO', u'SH']","[u'100,100,100', u'214.75,192.25,47', u'250,100,0', u'141.25,250,0']",Ska,9,target
79024,MB,0,17957.5,"[u'MB', u'A2', u'BK', u'MO']","[u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'0,0,0', u'222.5,130.5,64.75']",Piano,10,target
79024,DC,2,20440.30000001192,"[u'MB', u'MO', u'DC', u'A2']","[u'114.7058823,130.3921568,219.6078433', u'222.5,130.5,64.75', u'3.92156875,130.3921568,150', u'157.75,157.75,157.75']",Indie,11,target
79024,LO,0,21150.59999999404,"[u'LO', u'A2', u'SH', u'DB']","[u'250,171.5,114.75', u'157.75,157.75,157.75', u'141.25,250,0', u'14.70588225,65.6862745,164.7058823']",Stravinsky,12,target
79024,DH,2,20021.5,"[u'LG', u'A2', u'DH', u'SY']","[u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'99,137.5,0', u'250,250,0']",Folk,13,target
79024,MB,1,19084.29999998212,"[u'SH', u'MB', u'A2', u'DO']","[u'141.25,250,0', u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'137.5,80.5,0']",Mozart,14,target
79024,LC,1,23539.19999998808,"[u'SR', u'LC', u'MO', u'DR']","[u'250,0,44', u'104.9019608,215.6862745,232.3529413', u'222.5,130.5,64.75', u'174.5,0,5.5']",Trance,15,target
79024,SO,2,21357.5,"[u'A3', u'SH', u'SO', u'LR']","[u'197,197,197', u'141.25,250,0', u'250,100,0', u'250,119.5,143.25']",Heavy Metal,16,target
79024,LH,0,26243.09999999404,"[u'LH', u'DY', u'SB', u'A2']","[u'197,250,127.5', u'137.5,137.5,0', u'59.8039215,123.5294118,250', u'157.75,157.75,157.75']",Alternative,17,target
79024,LH,3,33202,"[u'SP', u'MB', u'DG', u'LH']","[u'200,0,250', u'114.7058823,130.3921568,219.6078433', u'0,117.6470588,88.235294', u'197,250,127.5']",Classic Rock,18,target
79024,LO,2,23212.29999998212,"[u'DY', u'A2', u'LO', u'DB']","[u'137.5,137.5,0', u'157.75,157.75,157.75', u'250,171.5,114.75', u'14.70588225,65.6862745,164.7058823']",Jazz,22,target
79024,SY,2,17489.59999999404,"[u'MB', u'A1', u'SY', u'DY']","[u'114.7058823,130.3921568,219.6078433', u'100,100,100', u'250,250,0', u'137.5,137.5,0']",Electronic,23,target
79024,MY,1,16953,"[u'A1', u'MY', u'DY', u'SH']","[u'100,100,100', u'214.75,192.25,47', u'137.5,137.5,0', u'141.25,250,0']",Big Band,24,target
79024,LR,2,26948.20000001788,"[u'MB', u'DH', u'LR', u'SH']","[u'114.7058823,130.3921568,219.6078433', u'99,137.5,0', u'250,119.5,143.25', u'141.25,250,0']",Salsa,25,target
79024,SH,2,24821.40000000596,"[u'DH', u'MB', u'SH', u'MY']","[u'99,137.5,0', u'114.7058823,130.3921568,219.6078433', u'141.25,250,0', u'214.75,192.25,47']",Progressive House,26,target
79024,DO,1,21561.59999999404,"[u'SH', u'DO', u'A3', u'SR']","[u'141.25,250,0', u'137.5,80.5,0', u'197,197,197', u'250,0,44']",upper_right,27,catch
