subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
78376,1,1,7033.599999904633,"pebble,cat,frog",XX,en-q3,1,assess
78376,0,0,1431.0999999046326,"New York,Boston,Chicago",XX,en-q1,5,assess
78376,0,0,1385.2999999523163,"doctor,dentist,psychiatrist",XX,en-q4,18,assess
78376,1,1,4009.7999999523163,"3,4,5",XX,en-q2,27,assess
78376,LR,2,18790.700000047684,"[u'DH', u'MB', u'LR', u'SH']","[u'99,137.5,0', u'114.7058823,130.3921568,219.6078433', u'250,119.5,143.25', u'141.25,250,0']",Salsa,2,target
78376,SH,1,16634.900000095367,"[u'SR', u'SH', u'A2', u'LG']","[u'250,0,44', u'141.25,250,0', u'157.75,157.75,157.75', u'106.862745,232.3529413,180.3921568']",Balkan Folk,3,target
78376,MB,0,16973.400000095367,"[u'MB', u'DO', u'A2', u'SH']","[u'114.7058823,130.3921568,219.6078433', u'137.5,80.5,0', u'157.75,157.75,157.75', u'141.25,250,0']",Mozart,4,target
78376,LO,0,16543.599999904633,"[u'LO', u'SB', u'LR', u'DO']","[u'250,171.5,114.75', u'59.8039215,123.5294118,250', u'250,119.5,143.25', u'137.5,80.5,0']",Dubstep,6,target
78376,SB,2,15504.899999856949,"[u'LH', u'DY', u'SB', u'A2']","[u'197,250,127.5', u'137.5,137.5,0', u'59.8039215,123.5294118,250', u'157.75,157.75,157.75']",Alternative,7,target
78376,SH,1,26482.799999952316,"[u'MY', u'SH', u'MB', u'DH']","[u'214.75,192.25,47', u'141.25,250,0', u'114.7058823,130.3921568,219.6078433', u'99,137.5,0']",Progressive House,8,target
78376,A3,1,18534.900000095367,"[u'DO', u'A3', u'SH', u'SR']","[u'137.5,80.5,0', u'197,197,197', u'141.25,250,0', u'250,0,44']",upper_right,9,catch
78376,SO,1,19147.39999985695,"[u'A3', u'SO', u'SH', u'LR']","[u'197,197,197', u'250,100,0', u'141.25,250,0', u'250,119.5,143.25']",Heavy Metal,10,target
78376,A2,0,18742.799999952316,"[u'A2', u'SH', u'DB', u'LO']","[u'157.75,157.75,157.75', u'141.25,250,0', u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75']",upper_left,11,catch
78376,DB,0,19076.700000047684,"[u'DB', u'A2', u'LO', u'DY']","[u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75', u'137.5,137.5,0']",Jazz,12,target
78376,DC,0,22595.200000047684,"[u'DC', u'MO', u'MB', u'A2']","[u'3.92156875,130.3921568,150', u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75']",Indie,13,target
78376,SR,0,16161.400000095367,"[u'SR', u'MO', u'DR', u'LC']","[u'250,0,44', u'222.5,130.5,64.75', u'174.5,0,5.5', u'104.9019608,215.6862745,232.3529413']",Trance,14,target
78376,MB,3,18114.199999809265,"[u'A2', u'BK', u'MO', u'MB']","[u'157.75,157.75,157.75', u'0,0,0', u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433']",Piano,15,target
78376,SY,1,18980.900000095367,"[u'MB', u'SY', u'A1', u'DY']","[u'114.7058823,130.3921568,219.6078433', u'250,250,0', u'100,100,100', u'137.5,137.5,0']",Electronic,16,target
78376,SP,3,18818.300000190735,"[u'LH', u'A1', u'DY', u'SP']","[u'197,250,127.5', u'100,100,100', u'137.5,137.5,0', u'200,0,250']",Bach,17,target
78376,A3,3,17607.5,"[u'MY', u'DP', u'SY', u'A3']","[u'214.75,192.25,47', u'113.7254903,0,145.0980393', u'250,250,0', u'197,197,197']",Hindustani Sitar,19,target
78376,DY,2,17108.60000014305,"[u'A1', u'SH', u'DY', u'MY']","[u'100,100,100', u'141.25,250,0', u'137.5,137.5,0', u'214.75,192.25,47']",Big Band,20,target
78376,A2,1,16054.099999904633,"[u'DB', u'A2', u'LO', u'SH']","[u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75', u'141.25,250,0']",Stravinsky,21,target
78376,SY,0,28130.200000047684,"[u'SY', u'LG', u'A2', u'DH']","[u'250,250,0', u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'99,137.5,0']",Folk,22,target
78376,MY,1,17628.800000190735,"[u'A2', u'MY', u'DY', u'DB']","[u'157.75,157.75,157.75', u'214.75,192.25,47', u'137.5,137.5,0', u'14.70588225,65.6862745,164.7058823']",Dixieland,23,target
78376,SO,1,17467.89999985695,"[u'SH', u'SO', u'MY', u'A1']","[u'141.25,250,0', u'250,100,0', u'214.75,192.25,47', u'100,100,100']",Ska,24,target
78376,DG,1,17145.099999904633,"[u'MB', u'DG', u'LH', u'SP']","[u'114.7058823,130.3921568,219.6078433', u'0,117.6470588,88.235294', u'197,250,127.5', u'200,0,250']",Classic Rock,25,target
78376,MB,1,17083.099999904633,"[u'A2', u'MB', u'MO', u'BK']","[u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433', u'222.5,130.5,64.75', u'0,0,0']",Smooth Jazz,26,target
