subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
80033,0,0,2897,"New York,Boston,Chicago",XX,en-q1,3,assess
80033,1,1,1762,"pebble,cat,frog",XX,en-q3,21,assess
80033,0,0,1780,"doctor,dentist,psychiatrist",XX,en-q4,24,assess
80033,1,1,7181,"3,4,5",XX,en-q2,25,assess
80033,DH,2,28440,"[u'LG', u'A2', u'DH', u'SY']","[u'106.862745,232.3529413,180.3921568', u'157.75,157.75,157.75', u'99,137.5,0', u'250,250,0']",Folk,1,target
80033,SH,3,17691,"[u'DH', u'MB', u'MY', u'SH']","[u'99,137.5,0', u'114.7058823,130.3921568,219.6078433', u'214.75,192.25,47', u'141.25,250,0']",Progressive House,2,target
80033,SO,3,16727,"[u'LR', u'A3', u'SH', u'SO']","[u'250,119.5,143.25', u'197,197,197', u'141.25,250,0', u'250,100,0']",Heavy Metal,4,target
80033,A2,0,16514,"[u'A2', u'DC', u'MO', u'MB']","[u'157.75,157.75,157.75', u'3.92156875,130.3921568,150', u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433']",Indie,5,target
80033,SP,3,16914,"[u'DG', u'MB', u'LH', u'SP']","[u'0,117.6470588,88.235294', u'114.7058823,130.3921568,219.6078433', u'197,250,127.5', u'200,0,250']",Classic Rock,6,target
80033,MO,0,17126,"[u'MO', u'BK', u'A2', u'MB']","[u'222.5,130.5,64.75', u'0,0,0', u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433']",Piano,7,target
80033,MY,0,16661,"[u'MY', u'DY', u'A2', u'DB']","[u'214.75,192.25,47', u'137.5,137.5,0', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823']",Dixieland,8,target
80033,SO,2,16447,"[u'A1', u'SH', u'SO', u'MY']","[u'100,100,100', u'141.25,250,0', u'250,100,0', u'214.75,192.25,47']",Ska,9,target
80033,SH,0,16843,"[u'SH', u'DH', u'MB', u'LR']","[u'141.25,250,0', u'99,137.5,0', u'114.7058823,130.3921568,219.6078433', u'250,119.5,143.25']",Salsa,10,target
80033,SR,0,16876,"[u'SR', u'A2', u'SH', u'LG']","[u'250,0,44', u'157.75,157.75,157.75', u'141.25,250,0', u'106.862745,232.3529413,180.3921568']",Balkan Folk,11,target
80033,DY,0,16430,"[u'DY', u'LO', u'DB', u'A2']","[u'137.5,137.5,0', u'250,171.5,114.75', u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75']",Jazz,12,target
80033,SB,2,16847,"[u'A2', u'DY', u'SB', u'LH']","[u'157.75,157.75,157.75', u'137.5,137.5,0', u'59.8039215,123.5294118,250', u'197,250,127.5']",Alternative,13,target
80033,DY,2,16780,"[u'LH', u'A1', u'DY', u'SP']","[u'197,250,127.5', u'100,100,100', u'137.5,137.5,0', u'200,0,250']",Bach,14,target
80033,SB,3,17275,"[u'LR', u'LO', u'DO', u'SB']","[u'250,119.5,143.25', u'250,171.5,114.75', u'137.5,80.5,0', u'59.8039215,123.5294118,250']",Dubstep,15,target
80033,SR,1,18247,"[u'LC', u'SR', u'MO', u'DR']","[u'104.9019608,215.6862745,232.3529413', u'250,0,44', u'222.5,130.5,64.75', u'174.5,0,5.5']",Trance,16,target
80033,A2,2,17393,"[u'SH', u'DB', u'A2', u'LO']","[u'141.25,250,0', u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75']",Stravinsky,17,target
80033,SR,1,21744,"[u'SH', u'SR', u'A3', u'DO']","[u'141.25,250,0', u'250,0,44', u'197,197,197', u'137.5,80.5,0']",upper_right,18,catch
80033,SY,0,18826,"[u'SY', u'A1', u'DY', u'MB']","[u'250,250,0', u'100,100,100', u'137.5,137.5,0', u'114.7058823,130.3921568,219.6078433']",Electronic,19,target
80033,MY,0,17565,"[u'MY', u'SY', u'DP', u'A3']","[u'214.75,192.25,47', u'250,250,0', u'113.7254903,0,145.0980393', u'197,197,197']",Hindustani Sitar,20,target
80033,DB,0,18780,"[u'DB', u'A2', u'LO', u'SH']","[u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75', u'250,171.5,114.75', u'141.25,250,0']",upper_left,22,catch
80033,MO,2,17545,"[u'BK', u'A2', u'MO', u'MB']","[u'0,0,0', u'157.75,157.75,157.75', u'222.5,130.5,64.75', u'114.7058823,130.3921568,219.6078433']",Smooth Jazz,23,target
80033,MY,2,18894,"[u'SH', u'DY', u'MY', u'A1']","[u'141.25,250,0', u'137.5,137.5,0', u'214.75,192.25,47', u'100,100,100']",Big Band,26,target
80033,MB,0,16427,"[u'MB', u'DO', u'A2', u'SH']","[u'114.7058823,130.3921568,219.6078433', u'137.5,80.5,0', u'157.75,157.75,157.75', u'141.25,250,0']",Mozart,27,target
