subj_code,choice_label,choice_key,rt,color,color_coord,music,trial_number,type
79581,1,1,3690.899999976158,"pebble,cat,frog",XX,en-q3,1,assess
79581,0,0,2102.5,"New York,Boston,Chicago",XX,en-q1,15,assess
79581,1,1,16048.5,"3,4,5",XX,en-q2,18,assess
79581,0,0,1846,"doctor,dentist,psychiatrist",XX,en-q4,22,assess
79581,DC,3,19950.80000001192,"[u'MB', u'A2', u'MO', u'DC']","[u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'222.5,130.5,64.75', u'3.92156875,130.3921568,150']",Indie,2,target
79581,MB,1,17712.599999964237,"[u'DY', u'MB', u'A1', u'SY']","[u'137.5,137.5,0', u'114.7058823,130.3921568,219.6078433', u'100,100,100', u'250,250,0']",Electronic,3,target
79581,SR,2,20284.400000035763,"[u'DO', u'A3', u'SR', u'SH']","[u'137.5,80.5,0', u'197,197,197', u'250,0,44', u'141.25,250,0']",upper_right,4,catch
79581,SH,0,19792.600000023842,"[u'SH', u'SO', u'MY', u'A1']","[u'141.25,250,0', u'250,100,0', u'214.75,192.25,47', u'100,100,100']",Ska,5,target
79581,SH,2,18741.5,"[u'DH', u'LR', u'SH', u'MB']","[u'99,137.5,0', u'250,119.5,143.25', u'141.25,250,0', u'114.7058823,130.3921568,219.6078433']",Salsa,6,target
79581,MB,2,22918.30000001192,"[u'DH', u'MY', u'MB', u'SH']","[u'99,137.5,0', u'214.75,192.25,47', u'114.7058823,130.3921568,219.6078433', u'141.25,250,0']",Progressive House,7,target
79581,DG,1,20080.299999952316,"[u'LH', u'DG', u'MB', u'SP']","[u'197,250,127.5', u'0,117.6470588,88.235294', u'114.7058823,130.3921568,219.6078433', u'200,0,250']",Classic Rock,8,target
79581,A2,0,16456.5,"[u'A2', u'SY', u'DH', u'LG']","[u'157.75,157.75,157.75', u'250,250,0', u'99,137.5,0', u'106.862745,232.3529413,180.3921568']",Folk,9,target
79581,SP,0,17480,"[u'SP', u'LH', u'A1', u'DY']","[u'200,0,250', u'197,250,127.5', u'100,100,100', u'137.5,137.5,0']",Bach,10,target
79581,DR,3,16731.600000023842,"[u'SR', u'LC', u'MO', u'DR']","[u'250,0,44', u'104.9019608,215.6862745,232.3529413', u'222.5,130.5,64.75', u'174.5,0,5.5']",Trance,11,target
79581,DB,2,16066.699999988079,"[u'SH', u'A2', u'DB', u'LO']","[u'141.25,250,0', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823', u'250,171.5,114.75']",Stravinsky,12,target
79581,DB,3,16925.200000047684,"[u'A2', u'MY', u'DY', u'DB']","[u'157.75,157.75,157.75', u'214.75,192.25,47', u'137.5,137.5,0', u'14.70588225,65.6862745,164.7058823']",Dixieland,13,target
79581,SH,2,26717.099999964237,"[u'DY', u'A1', u'SH', u'MY']","[u'137.5,137.5,0', u'100,100,100', u'141.25,250,0', u'214.75,192.25,47']",Big Band,14,target
79581,SH,0,16044.300000011921,"[u'SH', u'LR', u'A3', u'SO']","[u'141.25,250,0', u'250,119.5,143.25', u'197,197,197', u'250,100,0']",Heavy Metal,16,target
79581,SB,3,16470.099999964237,"[u'LR', u'LO', u'DO', u'SB']","[u'250,119.5,143.25', u'250,171.5,114.75', u'137.5,80.5,0', u'59.8039215,123.5294118,250']",Dubstep,17,target
79581,SH,1,18523.19999998808,"[u'LO', u'SH', u'A2', u'DB']","[u'250,171.5,114.75', u'141.25,250,0', u'157.75,157.75,157.75', u'14.70588225,65.6862745,164.7058823']",upper_left,19,catch
79581,MB,0,16674,"[u'MB', u'A2', u'SH', u'DO']","[u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75', u'141.25,250,0', u'137.5,80.5,0']",Mozart,20,target
79581,MB,1,16778.19999998808,"[u'A2', u'MB', u'BK', u'MO']","[u'157.75,157.75,157.75', u'114.7058823,130.3921568,219.6078433', u'0,0,0', u'222.5,130.5,64.75']",Smooth Jazz,21,target
79581,SR,1,16375.899999976158,"[u'SH', u'SR', u'A2', u'LG']","[u'141.25,250,0', u'250,0,44', u'157.75,157.75,157.75', u'106.862745,232.3529413,180.3921568']",Balkan Folk,23,target
79581,DP,1,17195,"[u'A3', u'DP', u'MY', u'SY']","[u'197,197,197', u'113.7254903,0,145.0980393', u'214.75,192.25,47', u'250,250,0']",Hindustani Sitar,24,target
79581,DB,2,18602.69999998808,"[u'DY', u'LO', u'DB', u'A2']","[u'137.5,137.5,0', u'250,171.5,114.75', u'14.70588225,65.6862745,164.7058823', u'157.75,157.75,157.75']",Jazz,25,target
79581,A2,3,20761.899999976158,"[u'MO', u'BK', u'MB', u'A2']","[u'222.5,130.5,64.75', u'0,0,0', u'114.7058823,130.3921568,219.6078433', u'157.75,157.75,157.75']",Piano,26,target
79581,LH,3,16189,"[u'SB', u'DY', u'A2', u'LH']","[u'59.8039215,123.5294118,250', u'137.5,137.5,0', u'157.75,157.75,157.75', u'197,250,127.5']",Alternative,27,target
